Gene,Difference,Cluster0Mean,Cluster1Mean,AbsDiff
SMG5,-3.6477695099818543,13.771862068965516,17.41963157894737,3.6477695099818543
RALBP1,-3.6474174228675107,7.002793103448276,10.650210526315787,3.6474174228675107
GNG2,-3.646435390199636,3.031117241379311,6.677552631578947,3.646435390199636
DMTN,3.644452813067158,31.42918965517242,27.78473684210526,3.644452813067158
DEGS1,-3.6431329401088934,3.996077586206897,7.63921052631579,3.6431329401088934
NDUFA6,-3.6426932849364766,4.8550172413793105,8.497710526315787,3.6426932849364766
MBP,-3.640382940108892,4.764827586206898,8.40521052631579,3.640382940108892
UBA1,-3.639827586206895,20.195172413793106,23.835,3.639827586206895
HNRNPH2,-3.6359858439201456,2.540093103448276,6.1760789473684214,3.6359858439201456
SH3GLB1,-3.6305564428312147,3.2459172413793116,6.876473684210526,3.6305564428312147
GRK6,-3.6241315789473703,32.083499999999994,35.707631578947364,3.6241315789473703
CDK11A,-3.622044464609795,10.288034482758626,13.91007894736842,3.622044464609795
COPS6,-3.6202658802177865,15.710655172413798,19.330921052631584,3.6202658802177865
PPP2CA,-3.617589836660616,3.411620689655172,7.029210526315788,3.617589836660616
RBM38,3.6175045372050825,31.76724137931034,28.14973684210526,3.6175045372050825
PSMB6,-3.616686025408356,19.61060344827586,23.227289473684216,3.616686025408356
EIF3CL,-3.614339382940102,17.92484482758621,21.53918421052631,3.614339382940102
SNX32,-3.612958257713249,25.928620689655176,29.541578947368425,3.612958257713249
PNP,-3.6089981851179687,8.247396551724139,11.856394736842107,3.6089981851179687
SAP25,3.6071343012704347,61.471344827586215,57.86421052631578,3.6071343012704347
INTS3,-3.606967332123414,9.53263793103448,13.139605263157895,3.606967332123414
DHX15,-3.6007469147005438,2.8411741379310342,6.441921052631578,3.6007469147005438
NSFL1C,-3.597342105263156,9.241000000000001,12.838342105263157,3.597342105263156
ATP1B3,-3.593630943738659,5.806263793103446,9.399894736842105,3.593630943738659
PCYT1A,-3.5927564428312158,4.560217241379312,8.152973684210528,3.5927564428312158
DDB1,-3.5918965517241404,9.983103448275857,13.574999999999998,3.5918965517241404
S1PR1,-3.59040499092559,4.877884482758619,8.468289473684209,3.59040499092559
ZDHHC5,-3.5871333938294026,6.1771034482758616,9.764236842105264,3.5871333938294026
PATL1,-3.5789366606170585,3.9305896551724144,7.509526315789473,3.5789366606170585
PPP1R3B,-3.5765348457350292,2.9008862068965504,6.47742105263158,3.5765348457350292
SUN2,-3.575444646097992,38.10034482758621,41.675789473684205,3.575444646097992
CCT2,-3.570674863883846,3.5056672413793106,7.076342105263157,3.570674863883846
AATF,-3.5637613430127093,13.422396551724136,16.986157894736845,3.5637613430127093
ABHD16A,-3.5599818511796766,12.09096551724138,15.650947368421056,3.5599818511796766
HDAC3,-3.5595943738656928,10.19037931034483,13.749973684210524,3.5595943738656928
TNIP1,-3.5551687840290427,20.430620689655168,23.98578947368421,3.5551687840290427
RNF130,-3.5550528130671495,5.054710344827585,8.609763157894735,3.5550528130671495
PRRC2A,-3.555038112522684,18.715672413793108,22.270710526315792,3.555038112522684
REX1BD,3.5526270417422907,16.163758620689656,12.611131578947365,3.5526270417422907
CERK,-3.5462123411978235,7.6791034482758596,11.225315789473683,3.5462123411978235
TMEM160,3.5459896551724155,8.283189655172414,4.737199999999999,3.5459896551724155
C1QBP,-3.5375290381125275,7.8631551724137925,11.40068421052632,3.5375290381125275
E2F4,-3.534770417422873,16.39141379310345,19.926184210526323,3.534770417422873
PSMA6,-3.529075317604355,4.346293103448277,7.875368421052632,3.529075317604355
SPCS3,-3.5273049001814893,4.168879310344828,7.696184210526317,3.5273049001814893
POLR2B,-3.525715426497277,2.618679310344828,6.144394736842105,3.525715426497277
MAGOH,-3.524762794918333,3.839579310344826,7.364342105263159,3.524762794918333
POLR2L,3.523140653357533,27.874982758620693,24.35184210526316,3.523140653357533
SEMA4B,-3.522313067150632,10.64734482758621,14.169657894736842,3.522313067150632
DLST,-3.517566243194194,5.765275862068965,9.282842105263159,3.517566243194194
FERMT3,-3.517288566243174,56.46244827586208,59.979736842105254,3.517288566243174
ANAPC16,-3.517077132486386,5.573396551724138,9.090473684210524,3.517077132486386
RPS19,3.515381125226895,138.11827586206897,134.60289473684207,3.515381125226895
PCMT1,-3.5147696007259537,3.17996724137931,6.6947368421052635,3.5147696007259537
STRAP,-3.5135298548094385,4.0551017241379315,7.56863157894737,3.5135298548094385
DDIT3,-3.509884754990921,5.651931034482759,9.16181578947368,3.509884754990921
CD36,-3.504398275862068,2.741101724137931,6.245499999999999,3.504398275862068
RXRB,-3.5018684210526274,12.404000000000002,15.905868421052629,3.5018684210526274
TESC,3.5017967332123447,36.04258620689655,32.54078947368421,3.5017967332123447
HMGB1,-3.5013070780399302,2.4529034482758614,5.954210526315792,3.5013070780399302
ARL4C,-3.5003883847549915,8.616637931034482,12.117026315789474,3.5003883847549915
PTPRE,-3.49626451905626,3.6965775862068964,7.192842105263156,3.49626451905626
LOC728392,-3.4956016333938322,21.272293103448277,24.76789473684211,3.4956016333938322
RAB6A,-3.4942073502722306,2.8743189655172414,6.368526315789472,3.4942073502722306
CCNL2,-3.493241379310348,9.004758620689655,12.498000000000003,3.493241379310348
GRINA,-3.4915517241379277,60.023448275862066,63.51499999999999,3.4915517241379277
RRAGA,-3.491436479128854,7.713379310344829,11.204815789473683,3.491436479128854
GLUD1,-3.4882686025408347,3.645810344827587,7.134078947368422,3.4882686025408347
AKAP13,-3.4879882032667853,5.785327586206896,9.273315789473681,3.4879882032667853
KLRC4-KLRK1,-3.4852313974591693,5.8086896551724125,9.293921052631582,3.4852313974591693
SNX11,-3.4824546279491857,7.009913793103446,10.492368421052632,3.4824546279491857
PILRB,-3.4822323049001795,15.600241379310344,19.082473684210523,3.4822323049001795
AKT1,-3.482201451905622,11.08498275862069,14.567184210526312,3.482201451905622
IDH3B,-3.4821433756805646,21.43917241379311,24.921315789473674,3.4821433756805646
NFKB1,-3.4819727767695134,4.990448275862066,8.47242105263158,3.4819727767695134
TOX4,-3.476116152450092,5.708620689655173,9.184736842105265,3.476116152450092
TMEM63A,-3.473373865698731,11.295810344827588,14.76918421052632,3.473373865698731
TRANK1,-3.471619782214156,6.251827586206894,9.72344736842105,3.471619782214156
PDLIM7,-3.4715553539019908,54.6626551724138,58.13421052631579,3.4715553539019908
SCAND1,3.47088021778584,14.232827586206893,10.761947368421053,3.47088021778584
SRPRA,-3.4697241379310375,7.601775862068963,11.0715,3.4697241379310375
TBL1X,-3.4677200544464606,5.712043103448278,9.179763157894739,3.4677200544464606
TAF10,-3.467065335753171,15.478724137931033,18.945789473684204,3.467065335753171
PEA15,-3.4643430127041714,6.664551724137931,10.128894736842103,3.4643430127041714
GDPD3,-3.464191470054443,11.501913793103448,14.96610526315789,3.464191470054443
DRAM2,-3.463788838475499,2.5987637931034486,6.0625526315789475,3.463788838475499
IMPA2,-3.461259528130668,16.33779310344828,19.79905263157895,3.461259528130668
TMEM59,-3.4612431941923774,3.9288620689655165,7.390105263157894,3.4612431941923774
USB1,-3.460307622504539,8.303034482758619,11.763342105263158,3.460307622504539
TOR1A,-3.4577758620689663,4.714724137931035,8.172500000000001,3.4577758620689663
TOR1AIP1,-3.457574047186932,2.7278206896551733,6.185394736842105,3.457574047186932
SELENBP1,3.4511642468239607,14.637137931034488,11.185973684210527,3.4511642468239607
TMEM258,-3.451151542649729,16.672637931034487,20.123789473684216,3.451151542649729
RIGI,-3.4501150635208715,2.7503586206896546,6.200473684210526,3.4501150635208715
CNOT1,-3.4489788566243202,4.312494827586206,7.761473684210526,3.4489788566243202
EAPP,-3.448935571687838,3.7668275862068974,7.215763157894735,3.448935571687838
NUP98,-3.4465070780399287,4.9367034482758605,8.38321052631579,3.4465070780399287
AKR1A1,-3.445986388384755,14.467224137931032,17.913210526315787,3.445986388384755
ARL8A,-3.442436479128851,11.981379310344828,15.423815789473679,3.442436479128851
PIP4P1,-3.4403294010889205,9.42877586206897,12.869105263157891,3.4403294010889205
SHKBP1,-3.43687840290373,121.79706896551728,125.23394736842101,3.43687840290373
POLR3GL,-3.435754990925588,5.365534482758621,8.801289473684209,3.435754990925588
RBX1,-3.4315825771324846,6.325206896551725,9.75678947368421,3.4315825771324846
PDHB,-3.4305190562613435,4.894086206896552,8.324605263157896,3.4305190562613435
ZNF266,-3.427791379310344,4.1947086206896556,7.6225,3.427791379310344
UBALD2,-3.4240108892922194,49.57862068965516,53.00263157894738,3.4240108892922194
RUBCNL,-3.422214065335754,3.0106017241379304,6.432815789473684,3.422214065335754
APBB3,-3.4180444646097996,8.76703448275862,12.18507894736842,3.4180444646097996
COLGALT1,-3.412342105263159,12.114999999999998,15.527342105263157,3.412342105263159
MARCHF7,-3.411142558983667,2.0882258620689655,5.499368421052632,3.411142558983667
UBE2H,-3.410071687840289,5.132086206896552,8.54215789473684,3.410071687840289
MATR3,-3.4086389292195993,1.768518965517242,5.177157894736841,3.4086389292195993
ITK,-3.404712613430127,2.9628189655172417,6.367531578947369,3.404712613430127
POLB,-3.402333030852996,4.034982758620689,7.437315789473685,3.402333030852996
DOK2,3.401905626134301,50.04137931034483,46.63947368421053,3.401905626134301
AKAP8L,-3.4008784029038175,19.103068965517238,22.503947368421056,3.4008784029038175
LPIN2,-3.400446460980036,4.104948275862068,7.505394736842104,3.400446460980036
ATF4,-3.400167876588025,7.167068965517238,10.567236842105263,3.400167876588025
PPP1CB,-3.3989676950998198,2.024058620689655,5.423026315789475,3.3989676950998198
NDFIP1,-3.394478221415608,3.727758620689656,7.122236842105264,3.394478221415608
QRICH1,-3.3939909255898337,5.728982758620689,9.122973684210523,3.3939909255898337
BLVRA,-3.3935036297640666,7.256706896551722,10.650210526315789,3.3935036297640666
UPK3BL1,-3.390992740471866,11.837586206896557,15.228578947368423,3.390992740471866
KLF2,-3.390290381125226,46.08655172413792,49.476842105263145,3.390290381125226
PRKD2,-3.3856297640653317,26.31489655172414,29.70052631578947,3.3856297640653317
SLC25A44,-3.381361978221417,4.710032758620688,8.091394736842105,3.381361978221417
RARA,-3.3801987295825704,18.909827586206895,22.290026315789465,3.3801987295825704
PSMD6,-3.38016333938294,4.445310344827586,7.825473684210526,3.38016333938294
PLAC8,-3.3800517241379335,7.529948275862065,10.909999999999998,3.3800517241379335
RNASEK,-3.379872958257721,79.66275862068966,83.04263157894738,3.379872958257721
FKBP15,-3.3795806715063534,5.578498275862069,8.958078947368422,3.3795806715063534
PARP8,-3.3774053539019957,2.5728051724137937,5.950210526315789,3.3774053539019957
EFCAB14,-3.376193284936479,3.834517241379309,7.210710526315788,3.376193284936479
GADD45B,-3.3752259528130626,14.10637931034483,17.481605263157892,3.3752259528130626
SARNP,-3.3727667876588017,3.1207068965517237,6.493473684210525,3.3727667876588017
ADD3,-3.371978130671507,1.7840534482758625,5.15603157894737,3.371978130671507
ELF1,-3.370618693284934,2.570565517241379,5.941184210526313,3.370618693284934
ATXN7L3,-3.370443738656986,11.136793103448277,14.507236842105263,3.370443738656986
LYSMD2,-3.3699228675136093,3.539603448275863,6.909526315789472,3.3699228675136093
COX7A2,-3.3669156079854794,6.274689655172413,9.641605263157892,3.3669156079854794
UBXN2B,-3.364613702359347,2.341781034482759,5.706394736842106,3.364613702359347
LPXN,-3.362826678765881,5.488620689655173,8.851447368421054,3.362826678765881
FCAR,-3.362159074410161,4.11036724137931,7.472526315789471,3.362159074410161
RNF44,-3.361543557168779,7.166482758620691,10.52802631578947,3.361543557168779
EVL,-3.361385662431946,17.154982758620687,20.516368421052633,3.361385662431946
FBXW5,3.360766787658804,28.16129310344828,24.800526315789476,3.360766787658804
FURIN,-3.360149727767702,18.688534482758616,22.048684210526318,3.360149727767702
ZFAND3,-3.3591969147005445,7.592724137931035,10.95192105263158,3.3591969147005445
RSAD2,-3.3588407078039944,2.1705153448275856,5.52935605263158,3.3588407078039944
GPBP1,-3.357835934664248,1.9503482758620692,5.308184210526317,3.357835934664248
ABHD3,-3.354043557168784,1.623482758620689,4.977526315789473,3.354043557168784
NME2,-3.353400181488203,15.433810344827583,18.787210526315786,3.353400181488203
WWC3,-3.3516543557168816,4.862398275862068,8.21405263157895,3.3516543557168816
APOL1,-3.3489700544464602,7.190793103448278,10.539763157894738,3.3489700544464602
PAPOLA,-3.3465911978221428,2.1476982758620684,5.494289473684211,3.3465911978221428
NPEPPS,-3.3449990018148816,3.229843103448276,6.574842105263158,3.3449990018148816
SEPTIN9,-3.338977313974574,32.29970689655174,35.638684210526314,3.338977313974574
GBA2,-3.3383484573502713,10.48536206896552,13.823710526315791,3.3383484573502713
ARHGAP26,-3.337887840290384,3.7745068965517232,7.112394736842107,3.337887840290384
PPP2R5C,-3.335680580762247,3.4667931034482766,6.802473684210524,3.335680580762247
EEF2,-3.333829401088934,214.35827586206895,217.69210526315788,3.333829401088934
FYN,-3.332931941923773,10.666120689655175,13.999052631578948,3.332931941923773
ARHGAP15,-3.330372958257712,4.487258620689656,7.817631578947368,3.330372958257712
JPT1,-3.3246170598911,15.385672413793106,18.710289473684206,3.3246170598911
OSGEP,-3.319413793103452,6.7525862068965505,10.072000000000003,3.319413793103452
ATP5MC2,-3.3192713248638768,28.320465517241384,31.63973684210526,3.3192713248638768
UIMC1,-3.3189053539019966,4.091305172413794,7.41021052631579,3.3189053539019966
PTPN1,-3.3183257713248677,6.19556896551724,9.513894736842108,3.3183257713248677
GYG1,-3.3177123411978195,4.283103448275863,7.600815789473683,3.3177123411978195
ARFGAP2,-3.3145136116152507,19.137275862068964,22.451789473684215,3.3145136116152507
ACOX1,-3.3117753176043547,3.956593103448276,7.268368421052631,3.3117753176043547
HSPB1,3.3083030852994426,32.286724137931024,28.97842105263158,3.3083030852994426
LMO2,-3.3074428312159725,4.384241379310344,7.691684210526317,3.3074428312159725
ARL2BP,-3.302406533575316,4.368172413793103,7.670578947368419,3.302406533575316
UPK3BL2,-3.3013339382940057,8.562534482758624,11.86386842105263,3.3013339382940057
RGL4,-3.3010362976406586,6.612568965517239,9.913605263157898,3.3010362976406586
SNRPA1,-3.300873411978224,4.0112844827586205,7.312157894736845,3.300873411978224
RAB27A,-3.294958711433756,2.532146551724138,5.827105263157894,3.294958711433756
NUP50,-3.28854174228675,2.6673793103448284,5.955921052631578,3.28854174228675
HECA,-3.284723411978219,2.0524344827586214,5.3371578947368405,3.284723411978219
GLB1,-3.2825426497277697,8.17693103448276,11.45947368421053,3.2825426497277697
WDR45,-3.2817332123411873,22.10879310344828,25.39052631578947,3.2817332123411873
ITPRIP,-3.279844827586208,7.099655172413792,10.3795,3.279844827586208
SAMD9L,-3.2798113430127045,2.085846551724138,5.3656578947368425,3.2798113430127045
RBBP7,-3.277290381125228,4.36205172413793,7.639342105263158,3.277290381125228
THYN1,-3.2735816696914686,7.230155172413793,10.503736842105262,3.2735816696914686
SELENOT,-3.2731307622504526,2.5035534482758623,5.776684210526315,3.2731307622504526
HMOX1,-3.2717050816696975,24.591189655172407,27.862894736842104,3.2717050816696975
GGA3,-3.271352994555352,8.940620689655173,12.211973684210525,3.271352994555352
RAP1A,-3.2712107985480934,2.5573155172413795,5.828526315789473,3.2712107985480934
EIF3C,-3.2708294010889336,15.814275862068966,19.0851052631579,3.2708294010889336
MXD3,-3.270485480943746,14.868172413793102,18.13865789473685,3.270485480943746
PGS1,-3.267339382940106,5.99184482758621,9.259184210526316,3.267339382940106
RETREG3,-3.2654183303085276,8.130344827586207,11.395763157894734,3.2654183303085276
PDCD6,-3.2607731397459183,5.984568965517241,9.245342105263159,3.2607731397459183
SPOCK2,-3.259457350272225,18.39706896551725,21.656526315789474,3.259457350272225
IL18RAP,-3.2512512704174235,3.253922413793102,6.505173684210526,3.2512512704174235
CD72,-3.2509091651542645,5.056222413793102,8.307131578947367,3.2509091651542645
DYNC1LI1,-3.249718239564428,3.3679396551724134,6.617657894736841,3.249718239564428
TLR1,-3.2495124319419224,2.651408620689655,5.900921052631578,3.2495124319419224
GTF3C6,-3.2493738656987308,6.492310344827587,9.741684210526318,3.2493738656987308
AGO4,-3.2488182395644274,2.604339655172414,5.8531578947368414,3.2488182395644274
BAZ1A,-3.247692649727768,1.773781034482759,5.021473684210527,3.247692649727768
CD86,-3.2466678765880235,3.7295689655172404,6.976236842105264,3.2466678765880235
WDR6,-3.242155172413794,14.05534482758621,17.297500000000003,3.242155172413794
NELFCD,-3.238217604355719,7.429703448275862,10.66792105263158,3.238217604355719
ARF6,-3.237181488203266,6.697344827586209,9.934526315789475,3.237181488203266
PCNP,-3.2327775862068977,3.694222413793102,6.927,3.2327775862068977
H2BC4,-3.2322765880217803,6.202065517241377,9.434342105263157,3.2322765880217803
MYLIP,-3.2288048094373853,3.236274137931034,6.465078947368419,3.2288048094373853
CDC37,-3.2275399274047203,39.73877586206896,42.96631578947368,3.2275399274047203
UBE2D1,-3.2263240471869326,1.7493706896551726,4.975694736842105,3.2263240471869326
DDX60L,-3.2234482758620686,1.5865517241379308,4.81,3.2234482758620686
SNX5,-3.221328493647913,3.9407241379310345,7.1620526315789474,3.221328493647913
UQCR11,-3.2207232304900124,22.336724137931036,25.557447368421048,3.2207232304900124
PPP2R3C,-3.2138957350272253,2.6796568965517236,5.893552631578949,3.2138957350272253
CDC16,-3.212554446460979,4.468603448275862,7.681157894736841,3.212554446460979
ATP6V1D,-3.2115456442831194,2.942901724137932,6.154447368421051,3.2115456442831194
ARGLU1,-3.2092797640653377,1.691346551724138,4.900626315789475,3.2092797640653377
METTL3,-3.2085453720508177,4.746086206896552,7.95463157894737,3.2085453720508177
STIM1,-3.2071098003629768,8.645258620689653,11.85236842105263,3.2071098003629768
CCNY,-3.204323956442831,4.404465517241378,7.608789473684209,3.204323956442831
TMX2,-3.2013892921960023,6.795189655172417,9.99657894736842,3.2013892921960023
RBCK1,-3.2003666061706113,20.719896551724137,23.920263157894748,3.2003666061706113
MARK2,-3.19903448275862,11.007465517241377,14.206499999999997,3.19903448275862
SHFL,-3.198457350272232,12.64456896551724,15.843026315789473,3.198457350272232
SUPT20H,-3.197050635208711,2.941186206896551,6.138236842105262,3.197050635208711
ATP6V1A,-3.1921080762250456,2.0512603448275866,5.243368421052632,3.1921080762250456
ZNF746,-3.189139564428312,6.206255172413793,9.395394736842105,3.189139564428312
GIMAP8,-3.185054446460984,5.06460344827586,8.249657894736844,3.185054446460984
SMIM1,3.183083575317606,7.952086206896552,4.769002631578946,3.183083575317606
NT5C3A,-3.181685753176044,1.7137879310344823,4.895473684210526,3.181685753176044
NPTN,-3.1771177858439223,2.5195137931034477,5.69663157894737,3.1771177858439223
EMC4,-3.174932849364793,7.7861724137931025,10.961105263157895,3.174932849364793
OTUD5,-3.1716488203266806,10.80548275862069,13.97713157894737,3.1716488203266806
HSPA1B,-3.171167876588033,26.268568965517225,29.43973684210526,3.171167876588033
GP9,3.1706542649727814,10.543206896551727,7.372552631578945,3.1706542649727814
FCGR1A,-3.1693990925589857,4.358048275862068,7.527447368421054,3.1693990925589857
GLA,-3.1685020871143346,6.237918965517243,9.406421052631577,3.1685020871143346
RNF185,-3.1682572595281338,6.2931637931034485,9.461421052631582,3.1682572595281338
METTL17,-3.167161524500905,7.487206896551726,10.65436842105263,3.167161524500905
TM9SF4,-3.164100725952812,6.231741379310344,9.395842105263156,3.164100725952812
KDM6B,-3.1583802177858455,10.0296724137931,13.188052631578946,3.1583802177858455
COPB2,-3.15768602540835,4.237603448275861,7.395289473684211,3.15768602540835
SAP30BP,-3.153751361161529,11.290827586206895,14.444578947368424,3.153751361161529
PABPC4,-3.1521588021778566,8.878051724137931,12.030210526315788,3.1521588021778566
PIM3,-3.1455689655172385,13.77443103448276,16.919999999999998,3.1455689655172385
WDR26,-3.144283030852994,2.4985327586206894,5.6428157894736835,3.144283030852994
CDC25B,-3.143749546279487,19.831224137931034,22.97497368421052,3.143749546279487
GTPBP2,-3.1419655172413794,6.825034482758619,9.966999999999999,3.1419655172413794
PGLYRP1,-3.1409727767694804,41.162448275862104,44.303421052631585,3.1409727767694804
HSPA9,-3.140765970961887,3.338260344827586,6.479026315789473,3.140765970961887
FXYD5,-3.1406442831216452,127.11172413793102,130.25236842105267,3.1406442831216452
FAM174C,3.1328357531760442,17.49536206896552,14.362526315789475,3.1328357531760442
DDX42,-3.132626860254084,3.6800310344827585,6.812657894736843,3.132626860254084
EIF2B1,-3.1325158802177855,4.813405172413792,7.9459210526315776,3.1325158802177855
HDAC7,-3.125431034482757,11.91556896551724,15.040999999999997,3.125431034482757
HARS2,-3.1248909255898365,4.519082758620688,7.643973684210525,3.1248909255898365
MAPK13,-3.1234402903811267,4.5187965517241375,7.642236842105264,3.1234402903811267
FOSL2,-3.1234163339382963,4.9810310344827595,8.104447368421056,3.1234163339382963
TNFSF13B,-3.1185441923774952,2.414718965517242,5.533263157894737,3.1185441923774952
PIGS,-3.1149963702359287,10.059793103448277,13.174789473684205,3.1149963702359287
KLHDC3,-3.1148321234119827,18.280431034482753,21.395263157894735,3.1148321234119827
TENT5C,-3.112045372050815,8.79558620689655,11.907631578947365,3.112045372050815
ANXA7,-3.111507259528131,4.761913793103448,7.873421052631579,3.111507259528131
AP1G2,-3.1105607985480876,13.701465517241383,16.81202631578947,3.1105607985480876
SBNO2,-3.109792196007259,20.785655172413794,23.895447368421053,3.109792196007259
PRRC2C,-3.1073584392014535,2.7639310344827575,5.871289473684211,3.1073584392014535
TXNDC12,-3.105447277676954,3.392894827586206,6.49834210526316,3.105447277676954
ICAM1,-3.104191833030854,6.51883448275862,9.623026315789474,3.104191833030854
RNF31,-3.0987994555353957,15.641568965517237,18.740368421052633,3.0987994555353957
PAFAH1B1,-3.092356624319419,3.6733275862068986,6.7656842105263175,3.092356624319419
LTB4R,-3.091600725952812,9.574241379310346,12.665842105263158,3.091600725952812
N4BP1,-3.089511615245012,5.5454620689655165,8.634973684210529,3.089511615245012
OCIAD1,-3.0865186932849373,3.1526655172413798,6.239184210526317,3.0865186932849373
RAB14,-3.0862214156079846,2.4991206896551734,5.585342105263158,3.0862214156079846
VPS51,3.0843611615245017,24.740413793103446,21.656052631578945,3.0843611615245017
PHF21A,-3.0841724137931052,5.180327586206895,8.2645,3.0841724137931052
GSK3A,-3.0824900181488175,18.215931034482757,21.298421052631575,3.0824900181488175
TNFRSF14,-3.076241379310339,27.82875862068965,30.90499999999999,3.076241379310339
TBXAS1,-3.074397186932851,9.170339655172413,12.244736842105263,3.074397186932851
C1orf74,-3.07432667876588,4.888120689655172,7.962447368421052,3.07432667876588
MANF,-3.0732888384755013,7.553263793103446,10.626552631578948,3.0732888384755013
TMEM9B,-3.072293103448275,3.8002068965517255,6.8725000000000005,3.072293103448275
UBTF,-3.0719900181488216,7.868431034482756,10.940421052631578,3.0719900181488216
GTF2B,-3.0714740471869337,2.508920689655173,5.5803947368421065,3.0714740471869337
DNAJB1,-3.0707531760435565,8.591931034482759,11.662684210526315,3.0707531760435565
LEPROTL1,-3.069156987295826,3.4114482758620683,6.480605263157894,3.069156987295826
USP3,-3.068151270417422,3.5848224137931037,6.652973684210526,3.068151270417422
ABHD2,-3.068114882032667,4.116648275862069,7.184763157894736,3.068114882032667
UBAP2L,-3.0671161524500867,6.307120689655173,9.37423684210526,3.0671161524500867
DPP7,3.066311252268605,31.825258620689656,28.75894736842105,3.066311252268605
CFP,-3.0631306715063857,65.34344827586206,68.40657894736844,3.0631306715063857
HIF1A,-3.055050272232305,1.6112655172413795,4.666315789473685,3.055050272232305
OPTN,-3.051811252268605,8.733241379310344,11.78505263157895,3.051811252268605
MAU2,-3.0508484573502717,6.432362068965517,9.483210526315789,3.0508484573502717
TRAM1,-3.0502982758620676,2.1227017241379307,5.172999999999998,3.0502982758620676
PJA2,-3.049944010889293,1.5351086206896554,4.585052631578948,3.049944010889293
VDAC2,-3.0489682395644273,6.791689655172414,9.840657894736841,3.0489682395644273
METTL7A,-3.0483819419237745,3.5246706896551716,6.573052631578946,3.0483819419237745
GPR108,-3.046380217785835,20.514672413793114,23.56105263157895,3.046380217785835
NPRL3,3.044245916515422,20.469482758620686,17.425236842105264,3.044245916515422
TMEM131L,-3.0416696914700534,5.402672413793104,8.444342105263157,3.0416696914700534
CSNK1A1,-3.0392065335753156,2.7888724137931042,5.82807894736842,3.0392065335753156
PRKAG1,-3.0366896551724185,4.906810344827584,7.943500000000003,3.0366896551724185
HERC5,-3.0366693284936463,2.246301724137931,5.282971052631577,3.0366693284936463
DGUOK,-3.0365843920145235,9.363810344827582,12.400394736842106,3.0365843920145235
BET1L,-3.0363720508166967,12.486206896551726,15.522578947368423,3.0363720508166967
RNF166,-3.0329727767695083,18.13744827586207,21.17042105263158,3.0329727767695083
IL2RB,-3.0328402903811202,14.74789655172414,17.78073684210526,3.0328402903811202
C5AR2,-3.03275725952813,6.156663793103449,9.189421052631578,3.03275725952813
KDM3B,-3.0291370235934676,3.184810344827586,6.213947368421054,3.0291370235934676
RAB35,-3.0279736842105276,9.856,12.883973684210527,3.0279736842105276
SH2B3,-3.027731306715065,3.6775844827586193,6.705315789473684,3.027731306715065
CHMP5,-3.0262425589836655,1.8612758620689653,4.887518421052631,3.0262425589836655
CAPN1,-3.023627949183293,26.564793103448284,29.588421052631578,3.023627949183293
PHF23,-3.0231188747731377,8.264775862068968,11.287894736842105,3.0231188747731377
CLIC3,3.0227642468239546,8.29723793103448,5.274473684210526,3.0227642468239546
UBE2J1,-3.0185914700544467,2.5570137931034482,5.575605263157895,3.0185914700544467
MBD2,-3.0122882940108884,3.012632758620689,6.024921052631577,3.0122882940108884
DCAF11,-3.010999092558981,10.10544827586207,13.116447368421051,3.010999092558981
EIF5A,-3.009528130671498,20.823103448275862,23.83263157894736,3.009528130671498
NDUFAB1,-3.008829401088927,6.242275862068966,9.251105263157893,3.008829401088927
ZBP1,-3.0069682395644284,6.967189655172414,9.974157894736843,3.0069682395644284
DDX24,-3.0059264972776774,7.875810344827585,10.881736842105262,3.0059264972776774
DHRS9,-3.0038697822141565,3.133577586206896,6.137447368421053,3.0038697822141565
ARID1A,-3.0013586206896528,3.772141379310345,6.773499999999998,3.0013586206896528
TOM1,-3.0007422867513576,23.10581034482759,26.106552631578946,3.0007422867513576
U2AF1,-3.000444646098007,7.239344827586205,10.239789473684212,3.000444646098007
SLIRP,-2.998439110707805,3.1094293103448267,6.107868421052632,2.998439110707805
NCOA1,-2.9979591651542634,3.006672413793104,6.004631578947367,2.9979591651542634
MARCHF8,-2.9958938294010906,9.333948275862065,12.329842105263156,2.9958938294010906
ZC3HAV1,-2.994883121597095,2.982537931034483,5.977421052631578,2.994883121597095
NBPF26,-2.9943493647912867,2.6964137931034484,5.690763157894735,2.9943493647912867
HSD17B4,-2.9930846642468234,3.3521258620689656,6.345210526315789,2.9930846642468234
SLC39A7,-2.989276769509978,9.73177586206897,12.721052631578948,2.989276769509978
CHMP7,-2.9890771324863863,5.91839655172414,8.907473684210526,2.9890771324863863
TOP1,-2.988620145190563,2.680748275862069,5.669368421052632,2.988620145190563
WASHC3,-2.9864529945553526,2.990520689655172,5.976973684210525,2.9864529945553526
RMC1,-2.9852522686025402,5.395379310344827,8.380631578947368,2.9852522686025402
PLEKHA2,-2.9835254083484575,3.3274482758620687,6.310973684210526,2.9835254083484575
IMPDH2,-2.980552631578945,12.933,15.913552631578945,2.980552631578945
PABPN1,-2.980072595281306,7.493637931034486,10.473710526315791,2.980072595281306
MPHOSPH8,-2.980061705989111,4.03901724137931,7.0190789473684205,2.980061705989111
KDELR1,-2.9796179673321213,16.135224137931033,19.114842105263154,2.9796179673321213
CNOT11,-2.978347549909255,3.808310344827586,6.786657894736841,2.978347549909255
DENND1C,-2.975186932849354,32.331655172413804,35.30684210526316,2.975186932849354
TOP2B,-2.9747641560798557,2.2356568965517245,5.21042105263158,2.9747641560798557
