GeneID,importance,Symbol,Description
105377103,0.0,LOC105377103,uncharacterized LOC105377103
105377104,0.0,LOC105377104,uncharacterized LOC105377104
2317,0.0,FLNB,filamin B
105377105,0.0,FLNB-AS1,FLNB antisense RNA 1
105377650,0.0,LOC105377650,
1776,0.0,DNASE1L3,deoxyribonuclease 1 like 3
107986091,0.0,LOC107986091,uncharacterized LOC107986091
57406,0.0,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase"
11102,0.0,RPP14,ribonuclease P/MRP subunit p14
109703458,0.0,HTD2,hydroxyacyl-thioester dehydratase type 2
54899,0.0,PXK,PX domain containing serine/threonine kinase like
105377106,0.0,LOC105377106,uncharacterized LOC105377106
5162,0.0,PDHB,pyruvate dehydrogenase E1 subunit beta
107986092,0.0,LOC107986092,uncharacterized LOC107986092
8309,0.0,ACOX2,acyl-CoA oxidase 2
107984079,0.0,LOC107984079,uncharacterized LOC107984079
11170,0.0,FAM107A,family with sequence similarity 107 member A
105377108,0.0,FAM3D-AS1,FAM3D antisense RNA 1
131177,0.0,FAM3D,FAM3 metabolism regulating signaling molecule D
105377109,0.0,LOC105377109,uncharacterized LOC105377109
200844,0.0,CFAP20DC,CFAP20 domain containing
101929238,0.0,CFAP20DC-AS1,CFAP20DC antisense RNA 1
105377110,0.0,CFAP20DC-DT,CFAP20DC divergent transcript
339902,0.0,LOC339902,hCG1813818
2272,0.0,FHIT,fragile histidine triad diadenosine triphosphatase
105377113,0.0,LOC105377113,uncharacterized LOC105377113
105377112,0.0,LOC105377112,uncharacterized LOC105377112
107986015,0.0,LOC107986015,uncharacterized LOC107986015
103504735,0.0,MIR548BB,microRNA 548bb
105377111,0.0,LOC105377111,uncharacterized LOC105377111
105377114,0.0,LOC105377114,uncharacterized LOC105377114
105377115,0.0,LOC105377115,uncharacterized LOC105377115
5793,0.0,PTPRG,protein tyrosine phosphatase receptor type G
107986016,0.0,LOC107986016,
105377116,0.0,LOC105377116,
100506994,0.0,PTPRG-AS1,PTPRG antisense RNA 1
57415,0.0,C3orf14,chromosome 3 open reading frame 14
55079,0.0,FEZF2,FEZ family zinc finger 2
105377647,0.0,LOC105377647,uncharacterized LOC105377647
8618,0.0,CADPS,calcium dependent secretion activator
285401,0.0,LINC00698,long intergenic non-protein coding RNA 698
107986043,0.0,LOC107986043,
132204,0.0,SYNPR,synaptoporin
100874016,0.0,SYNPR-AS1,SYNPR antisense RNA 1
132203,0.0,SNTN,"sentan, cilia apical structure protein"
105377119,0.0,LOC105377119,uncharacterized LOC105377119
100130345,0.0,LOC100130345,cadherin-related family member 3-like
132200,0.0,C3orf49,chromosome 3 open reading frame 49
100874039,0.0,THOC7-AS1,THOC7 antisense RNA 1
6314,0.0,ATXN7,ataxin 7
100861563,0.0,SCAANT1,SCA7/ATXN7 antisense RNA 1
9861,0.0,PSMD6,"proteasome 26S subunit, non-ATPase 6"
105377121,0.0,LOC105377121,uncharacterized LOC105377121
107986093,0.0,LOC107986093,
100652759,0.0,PRICKLE2-AS1,PRICKLE2 antisense RNA 1
100287879,0.0,LINC00994,long intergenic non-protein coding RNA 994
166336,0.0,PRICKLE2,prickle planar cell polarity protein 2
100874242,0.0,PRICKLE2-AS2,PRICKLE2 antisense RNA 2
100874243,0.0,PRICKLE2-AS3,PRICKLE2 antisense RNA 3
101929316,0.0,PRICKLE2-DT,PRICKLE2 divergent transcript
105377123,0.0,LOC105377123,uncharacterized LOC105377123
56999,0.0,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9
101929335,0.0,ADAMTS9-AS1,ADAMTS9 antisense RNA 1
100507098,0.0,ADAMTS9-AS2,ADAMTS9 antisense RNA 2
105377124,0.0,LOC105377124,uncharacterized LOC105377124
107986017,0.0,LOC107986017,uncharacterized LOC107986017
105377125,0.0,LOC105377125,uncharacterized LOC105377125
105377127,0.0,LOC105377127,uncharacterized LOC105377127
102724763,0.0,LINC02040,long intergenic non-protein coding RNA 2040
107986094,0.0,LOC107986094,uncharacterized LOC107986094
9223,0.0,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
107986018,0.0,LOC107986018,uncharacterized LOC107986018
151877,0.0,MAGI1-IT1,MAGI1 intronic transcript 1
100873983,0.0,MAGI1-AS1,MAGI1 antisense RNA 1
105377128,0.0,LOC105377128,uncharacterized LOC105377128
115286,0.0,SLC25A26,solute carrier family 25 member 26
107986095,0.0,LOC107986095,uncharacterized LOC107986095
26018,0.0,LRIG1,leucine rich repeats and immunoglobulin like domains 1
105377141,0.0,LOC105377141,uncharacterized LOC105377141
105377142,0.0,LOC105377142,uncharacterized LOC105377142
105377143,0.0,LOC105377143,uncharacterized LOC105377143
105377144,0.0,LOC105377144,uncharacterized LOC105377144
84541,0.0,KBTBD8,kelch repeat and BTB domain containing 8
100422941,0.0,MIR4272,microRNA 4272
112267879,0.0,LOC112267879,uncharacterized LOC112267879
8801,0.0,SUCLG2,succinate-CoA ligase GDP-forming subunit beta
105377148,0.0,LOC105377148,replaced by ID 8801
101927111,0.0,SUCLG2-DT,SUCLG2 divergent transcript
407738,0.0,TAFA1,TAFA chemokine like family member 1
107986019,0.0,LOC107986019,uncharacterized LOC107986019
105377146,0.0,LOC105377146,uncharacterized LOC105377146
151647,0.0,TAFA4,TAFA chemokine like family member 4
285203,0.0,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase
7110,0.0,TMF1,TATA element modulatory factor 1
100422859,0.0,MIR3136,microRNA 3136
9039,0.0,UBA3,ubiquitin like modifier activating enzyme 3
10550,0.0,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5
56203,0.0,LMOD3,leiomodin 3
23150,0.0,FRMD4B,FERM domain containing 4B
4286,0.0,MITF,melanocyte inducing transcription factor
101927152,0.0,SAMMSON,survival associated mitochondrial melanoma specific oncogenic non-coding RNA
105377151,0.0,LOC105377151,uncharacterized LOC105377151
107986096,0.0,MDFIC2,MyoD family inhibitor domain containing 2
105377152,0.0,LOC105377152,uncharacterized LOC105377152
27086,0.0,FOXP1,forkhead box P1
104502416,0.0,FOXP1-AS1,FOXP1 antisense RNA 1
100302112,0.0,MIR1284,microRNA 1284
105377155,0.0,LOC105377155,uncharacterized LOC105377155
317649,0.0,EIF4E3,eukaryotic translation initiation factor 4E family member 3
2850,0.0,GPR27,G protein-coupled receptor 27
60675,0.0,PROK2,prokineticin 2
105377156,0.0,LOC105377156,uncharacterized LOC105377156
105377157,0.0,LOC105377157,uncharacterized LOC105377157
285286,0.0,LINC00877,long intergenic non-protein coding RNA 877
201617,0.0,LINC00870,long intergenic non-protein coding RNA 870
105377158,0.0,LOC105377158,uncharacterized LOC105377158
105377159,0.0,LOC105377159,uncharacterized LOC105377159
23429,0.0,RYBP,RING1 and YY1 binding protein
105377160,0.0,LOC105377160,uncharacterized LOC105377160
105377161,0.0,LOC105377161,uncharacterized LOC105377161
102724817,0.0,LOC102724817,uncharacterized LOC102724817
105377162,0.0,LOC105377162,uncharacterized LOC105377162
55164,0.0,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor"
107986097,0.0,LOC107986097,
727936,0.0,GXYLT2,glucoside xylosyltransferase 2
151987,0.0,PPP4R2,protein phosphatase 4 regulatory subunit 2
55096,0.0,EBLN2,endogenous Bornavirus like nucleoprotein 2
107986098,0.0,LOC107986098,uncharacterized LOC107986098
23024,0.0,PDZRN3,PDZ domain containing ring finger 3
101927296,0.0,LOC101927296,uncharacterized LOC101927296
101927249,0.0,PDZRN3-AS1,PDZRN3 antisense RNA 1
105377164,0.0,LOC105377164,uncharacterized LOC105377164
105377165,0.0,LINC02005,long intergenic non-protein coding RNA 2005
101927346,0.0,LINC02047,long intergenic non-protein coding RNA 2047
5067,0.0,CNTN3,contactin 3
105377166,0.0,LOC105377166,uncharacterized LOC105377166
105377167,0.0,LOC105377167,uncharacterized LOC105377167
105377168,0.0,LOC105377168,uncharacterized LOC105377168
107986099,0.0,LOC107986099,uncharacterized LOC107986099
105377207,0.0,LOC105377207,
107986100,0.0,LINC02018,long intergenic non-protein coding RNA 2018
100302212,0.0,MIR1324,microRNA 1324
100288801,0.0,FRG2C,FSHD region gene 2 family member C
100131827,0.0,ZNF717,zinc finger protein 717
100422955,0.0,MIR4273,microRNA 4273
6092,0.0,ROBO2,roundabout guidance receptor 2
107986020,0.0,LOC107986020,
102724949,0.0,LOC102724949,uncharacterized LOC102724949
105377171,0.0,LOC105377171,uncharacterized LOC105377171
105377172,0.0,LINC02077,long intergenic non-protein coding RNA 2077
105377173,0.0,LOC105377173,uncharacterized LOC105377173
6091,0.0,ROBO1,roundabout guidance receptor 1
101927374,0.0,LOC101927374,uncharacterized LOC101927374
100500877,0.0,MIR3923,microRNA 3923
105377177,0.0,LOC105377177,uncharacterized LOC105377177
105377176,0.0,LOC105377176,uncharacterized LOC105377176
105377175,0.0,LINC02050,long intergenic non-protein coding RNA 2050
105377174,0.0,LOC105377174,uncharacterized LOC105377174
728290,0.0,LINC02027,long intergenic non-protein coding RNA 2027
105377178,0.0,LOC105377178,uncharacterized LOC105377178
105377179,0.0,LOC105377179,uncharacterized LOC105377179
105377180,0.0,LINC02008,long intergenic non-protein coding RNA 2008
101927439,0.0,LOC101927439,uncharacterized LOC101927439
105377181,0.0,LOC105377181,uncharacterized LOC105377181
105377183,0.0,LOC105377183,uncharacterized LOC105377183
105377186,0.0,LOC105377186,uncharacterized LOC105377186
105377187,0.0,LOC105377187,uncharacterized LOC105377187
105377188,0.0,LOC105377188,uncharacterized LOC105377188
440970,0.0,LINC00971,long intergenic non-protein coding RNA 971
105377192,0.0,LINC02025,long intergenic non-protein coding RNA 2025
105377193,0.0,LOC105377193,uncharacterized LOC105377193
253559,0.0,CADM2,cell adhesion molecule 2
106635529,0.0,SNORA95,"small nucleolar RNA, H/ACA box 95"
100847077,0.0,MIR5688,microRNA 5688
100874037,0.0,CADM2-AS2,CADM2 antisense RNA 2
102723364,0.0,LOC102723364,uncharacterized LOC102723364
101927494,0.0,LINC02070,long intergenic non-protein coding RNA 2070
101927518,0.0,LOC101927518,uncharacterized LOC101927518
105377196,0.0,LOC105377196,uncharacterized LOC105377196
389136,0.0,VGLL3,vestigial like family member 3
100846978,0.0,LINC00506,long intergenic non-protein coding RNA 506
100616161,0.0,MIR4795,microRNA 4795
25978,0.0,CHMP2B,charged multivesicular body protein 2B
5449,0.0,POU1F1,POU class 1 homeobox 1
105377198,0.0,LOC105377198,uncharacterized LOC105377198
3355,0.0,HTR1F,5-hydroxytryptamine receptor 1F
8545,0.0,CGGBP1,CGG triplet repeat binding protein 1
285237,0.0,C3orf38,chromosome 3 open reading frame 38
105377202,0.0,LOC105377202,uncharacterized LOC105377202
111064647,0.0,CSNKA2IP,casein kinase 2 subunit alpha' interacting protein
2042,0.0,EPHA3,EPH receptor A3
101930420,0.0,LOC101930420,DNA primase large subunit-like
107984021,0.0,LOC107984021,replaced by ID 101930420
5627,0.0,PROS1,protein S
200894,0.0,ARL13B,ADP ribosylation factor like GTPase 13B
415117,0.0,STX19,syntaxin 19
200895,0.0,DHFR2,dihydrofolate reductase 2
63899,0.0,NSUN3,NOP2/Sun RNA methyltransferase 3
105373992,0.0,LOC105373992,uncharacterized LOC105373992
255025,0.0,LINC00879,long intergenic non-protein coding RNA 879
100287639,0.0,MTHFD2P1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1"
102465864,0.0,MIR8060,microRNA 8060
285220,0.0,EPHA6,EPH receptor A6
107986103,0.0,LOC107986103,uncharacterized LOC107986103
101929278,0.0,LOC101929278,uncharacterized LOC101929278
84100,0.0,ARL6,ADP ribosylation factor like GTPase 6
101929298,0.0,LOC101929298,uncharacterized LOC101929298
131544,0.0,CRYBG3,crystallin beta-gamma domain containing 3
105373994,0.0,LOC105373994,uncharacterized LOC105373994
84864,0.0,RIOX2,ribosomal oxygenase 2
200959,0.0,GABRR3,gamma-aminobutyric acid type A receptor subunit rho3
81050,0.0,OR5AC2,olfactory receptor family 5 subfamily AC member 2
26341,0.0,OR5H1,olfactory receptor family 5 subfamily H member 1
105373996,0.0,LOC105373996,uncharacterized LOC105373996
403273,0.0,OR5H14,olfactory receptor family 5 subfamily H member 14
403274,0.0,OR5H15,olfactory receptor family 5 subfamily H member 15
105373998,0.0,LOC105373998,uncharacterized LOC105373998
105373997,0.0,LOC105373997,uncharacterized LOC105373997
101929320,0.0,LOC101929320,uncharacterized LOC101929320
105373999,0.0,LOC105373999,uncharacterized LOC105373999
79295,0.0,OR5H6,olfactory receptor family 5 subfamily H member 6
79310,0.0,OR5H2,olfactory receptor family 5 subfamily H member 2
403278,0.0,OR5K4,olfactory receptor family 5 subfamily K member 4
105374000,0.0,LOC105374000,uncharacterized LOC105374000
403277,0.0,OR5K3,olfactory receptor family 5 subfamily K member 3
26339,0.0,OR5K1,olfactory receptor family 5 subfamily K member 1
402135,0.0,OR5K2,olfactory receptor family 5 subfamily K member 2
56650,0.0,CLDND1,claudin domain containing 1
2838,0.0,GPR15,G protein-coupled receptor 15
1371,0.0,CPOX,coproporphyrinogen oxidase
100874207,0.0,ST3GAL6-AS1,ST3GAL6 antisense RNA 1
10402,0.0,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
131566,0.0,DCBLD2,"discoidin, CUB and LCCL domain containing 2"
105374002,0.0,LOC105374002,uncharacterized LOC105374002
105374003,0.0,LOC105374003,uncharacterized LOC105374003
107986104,0.0,LOC107986104,uncharacterized LOC107986104
105374004,0.0,LOC105374004,uncharacterized LOC105374004
105374007,0.0,LOC105374007,uncharacterized LOC105374007
105374005,0.0,LOC105374005,uncharacterized LOC105374005
105374006,0.0,LOC105374006,
1295,0.0,COL8A1,collagen type VIII alpha 1 chain
101929357,0.0,HP09053,uncharacterized LOC101929357
84319,0.0,CMSS1,cms1 ribosomal small subunit homolog
11259,0.0,FILIP1L,filamin A interacting protein 1 like
112268455,0.0,LOC112268455,
100500859,0.0,MIR3921,microRNA 3921
105374010,0.0,LOC105374010,uncharacterized LOC105374010
105374009,0.0,LOC105374009,uncharacterized LOC105374009
644444,0.0,TMEM30CP,"transmembrane protein 30C, pseudogene"
55773,0.0,TBC1D23,TBC1 domain family member 23
56954,0.0,NIT2,nitrilase family member 2
9868,0.0,TOMM70,translocase of outer mitochondrial membrane 70
348801,0.0,LNP1,leukemia NUP98 fusion partner 1
55076,0.0,TMEM45A,transmembrane protein 45A
84873,0.0,ADGRG7,adhesion G protein-coupled receptor G7
10342,0.0,TFG,trafficking from ER to golgi regulator
25890,0.0,ABI3BP,ABI family member 3 binding protein
50939,0.0,IMPG2,interphotoreceptor matrix proteoglycan 2
57337,0.0,SENP7,SUMO specific peptidase 7
131909,0.0,FAM172BP,"family with sequence similarity 172 member B, pseudogene"
54931,0.0,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
57092,0.0,PCNP,PEST proteolytic signal containing nuclear protein
27107,0.0,ZBTB11,zinc finger and BTB domain containing 11
100009676,0.0,ZBTB11-AS1,ZBTB11 antisense RNA 1
6152,0.0,RPL24,ribosomal protein L24
105374013,0.0,LOC105374013,
285359,0.0,PDCL3P4,PDCL3 pseudogene 4
79598,0.0,CEP97,centrosomal protein 97
91775,0.0,NXPE3,neurexophilin and PC-esterase domain family member 3
64332,0.0,NFKBIZ,NFKB inhibitor zeta
152225,0.0,RDUR,RIG-I dependent antiviral response regulator RNA
101929411,0.0,LOC101929411,uncharacterized LOC101929411
107986105,0.0,LOC107986105,uncharacterized LOC107986105
131368,0.0,ZPLD1,zona pellucida like domain containing 1
105374016,0.0,LOC105374016,uncharacterized LOC105374016
107986106,0.0,LOC107986106,uncharacterized LOC107986106
105374017,0.0,LOC105374017,uncharacterized LOC105374017
105374018,0.0,LOC105374018,uncharacterized LOC105374018
100616336,0.0,MIR548AB,microRNA 548ab
105374019,0.0,LOC105374019,replaced by ID 105374020
105374020,0.0,LOC105374020,uncharacterized LOC105374020
105374021,0.0,LOC105374021,uncharacterized LOC105374021
107986107,0.0,LOC107986107,
107986108,0.0,LOC107986108,uncharacterized LOC107986108
105374023,0.0,LOC105374023,uncharacterized LOC105374023
868,0.0,CBLB,Cbl proto-oncogene B
107986109,0.0,LOC107986109,
105374024,0.0,LOC105374024,uncharacterized LOC105374024
105374026,0.0,LOC105374026,uncharacterized LOC105374026
105374027,0.0,LOC105374027,uncharacterized LOC105374027
107986110,0.0,LOC107986110,uncharacterized LOC107986110
107986112,0.0,LOC107986112,uncharacterized LOC107986112
101929485,0.0,LOC101929485,uncharacterized LOC101929485
105374029,0.0,LOC105374029,uncharacterized LOC105374029
101929534,0.0,LOC101929534,uncharacterized LOC101929534
107986021,0.0,LOC107986021,uncharacterized LOC107986021
100302640,0.0,LINC00882,long intergenic non-protein coding RNA 882
344595,0.0,DUBR,DPPA2 upstream binding RNA
84692,0.0,CCDC54,coiled-coil domain containing 54
101929579,0.0,CCDC54-AS1,CCDC54 antisense RNA 1
101929607,0.0,LINC01990,long intergenic non-protein coding RNA 1990
56987,0.0,BBX,BBX high mobility group box domain containing
151658,0.0,LINC00635,long intergenic non-protein coding RNA 635
285205,0.0,LINC00636,long intergenic non-protein coding RNA 636
961,0.0,CD47,CD47 molecule
105374031,0.0,LOC105374031,uncharacterized LOC105374031
11148,0.0,HHLA2,HERV-H LTR-associating 2
22989,0.0,MYH15,myosin heavy chain 15
57650,0.0,CIP2A,cellular inhibitor of PP2A
9666,0.0,DZIP3,DAZ interacting zinc finger protein 3
105374033,0.0,LOC105374033,uncharacterized LOC105374033
105374034,0.0,LOC105374034,uncharacterized LOC105374034
84666,0.0,RETNLB,resistin like beta
50852,0.0,TRAT1,T cell receptor associated transmembrane adaptor 1
9626,0.0,GUCA1C,guanylate cyclase activator 1C
27136,0.0,MORC1,MORC family CW-type zinc finger 1
100506506,0.0,MORC1-AS1,MORC1 antisense RNA 1
401081,0.0,C3orf85,chromosome 3 open reading frame 85
677779,0.0,LINC00488,long intergenic non-protein coding RNA 488
151871,0.0,DPPA2,developmental pluripotency associated 2
55211,0.0,DPPA4,developmental pluripotency associated 4
401082,0.0,LINC01205,long intergenic non-protein coding RNA 1205
100616129,0.0,MIR4445,microRNA 4445
105377811,0.0,LOC105377811,
105374036,0.0,LOC105374036,uncharacterized LOC105374036
105374037,0.0,LOC105374037,uncharacterized LOC105374037
151760,0.0,LOC151760,putative uncharacterized protein LOC151760
100506555,0.0,NECTIN3-AS1,NECTIN3 antisense RNA 1
25945,0.0,NECTIN3,nectin cell adhesion molecule 3
105374038,0.0,LOC105374038,uncharacterized LOC105374038
105374039,0.0,LOC105374039,uncharacterized LOC105374039
10225,0.0,CD96,CD96 molecule
79413,0.0,ZBED2,zinc finger BED-type containing 2
257068,0.0,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2
100874115,0.0,PLCXD2-AS1,PLCXD2 antisense RNA 1
90102,0.0,PHLDB2,pleckstrin homology like domain family B member 2
107984087,0.0,LOC107984087,uncharacterized LOC107984087
105374040,0.0,LOC105374040,uncharacterized LOC105374040
55347,0.0,ABHD10,"abhydrolase domain containing 10, depalmitoylase"
29114,0.0,TAGLN3,transgelin 3
344805,0.0,TMPRSS7,transmembrane serine protease 7
79669,0.0,C3orf52,chromosome 3 open reading frame 52
693152,0.0,MIR567,microRNA 567
257144,0.0,GCSAM,germinal center associated signaling and motility
112806053,0.0,TBILA,TGF-beta induced lncRNA
285335,0.0,SLC9C1,solute carrier family 9 member C1
105374042,0.0,LOC105374042,uncharacterized LOC105374042
4345,0.0,CD200,CD200 molecule
105374041,0.0,LOC105374041,uncharacterized LOC105374041
112268446,0.0,LOC112268446,
151888,0.0,BTLA,B and T lymphocyte associated
64422,0.0,ATG3,autophagy related 3
55032,0.0,SLC35A5,solute carrier family 35 member A5
112268447,0.0,LOC112268447,
100506621,0.0,LINC01279,replaced by ID 151887
151887,0.0,CCDC80,coiled-coil domain containing 80
101929694,0.0,LINC02042,long intergenic non-protein coding RNA 2042
113218483,0.0,MIR9900,microRNA 9900
100129297,0.0,CD200R1L-AS1,CD200R1L antisense RNA 1
344807,0.0,CD200R1L,CD200 receptor 1 like
131450,0.0,CD200R1,CD200 receptor 1
29083,0.0,GTPBP8,GTP binding protein 8 (putative)
25871,0.0,NEPRO,nucleolus and neural progenitor protein
107986114,0.0,NEPRO-AS1,NEPRO antisense RNA 1
107986113,0.0,LOC107986113,
101929717,0.0,LINC02044,long intergenic non-protein coding RNA 2044
102723430,0.0,LOC102723430,uncharacterized LOC102723430
91653,0.0,BOC,"BOC cell adhesion associated, oncogene regulated"
55779,0.0,CFAP44,cilia and flagella associated protein 44
100874029,0.0,CFAP44-AS1,CFAP44 antisense RNA 1
102466253,0.0,MIR8076,microRNA 8076
152185,0.0,SPICE1,spindle and centriole associated protein 1
54847,0.0,SIDT1,SID1 transmembrane family member 1
100616476,0.0,MIR4446,microRNA 4446
80218,0.0,NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit"
523,0.0,ATP6V1A,ATPase H+ transporting V1 subunit A
54762,0.0,GRAMD1C,GRAM domain containing 1C
254887,0.0,ZDHHC23,zinc finger DHHC-type palmitoyltransferase 23
57577,0.0,CCDC191,coiled-coil domain containing 191
105374048,0.0,LOC105374048,uncharacterized LOC105374048
1814,0.0,DRD3,dopamine receptor D3
7634,0.0,ZNF80,zinc finger protein 80
26137,0.0,ZBTB20,zinc finger and BTB domain containing 20
693153,0.0,MIR568,microRNA 568
100131117,0.0,ZBTB20-AS1,ZBTB20 antisense RNA 1
101929754,0.0,ZBTB20-AS5,ZBTB20 antisense RNA 5
100616166,0.0,MIR4796,microRNA 4796
104413890,0.0,ZBTB20-AS3,ZBTB20 antisense RNA 3
100874131,0.0,ZBTB20-AS4,ZBTB20 antisense RNA 4
101926886,0.0,LOC101926886,
105374051,0.0,LOC105374051,uncharacterized LOC105374051
2596,0.0,GAP43,growth associated protein 43
4045,0.0,LSAMP,limbic system associated membrane protein
105374053,0.0,LOC105374053,uncharacterized LOC105374053
109623450,0.0,SNORD155,"small nucleolar RNA, C/D box 155"
107986116,0.0,LOC107986116,uncharacterized LOC107986116
105374052,0.0,LOC105374052,uncharacterized LOC105374052
101926903,0.0,LSAMP-AS1,LSAMP antisense RNA 1
100861506,0.0,LINC00903,long intergenic non-protein coding RNA 903
285194,0.0,TUSC7,tumor suppressor candidate 7
100616485,0.0,MIR4447,microRNA 4447
100506724,0.0,LINC00901,long intergenic non-protein coding RNA 901
105374054,0.0,LOC105374054,uncharacterized LOC105374054
105374056,0.0,LOC105374056,uncharacterized LOC105374056
105374057,0.0,LINC02024,long intergenic non-protein coding RNA 2024
107986022,0.0,LOC107986022,
101926953,0.0,LOC101926953,uncharacterized LOC101926953
105374058,0.0,LOC105374058,uncharacterized LOC105374058
105374060,0.0,LOC105374060,uncharacterized LOC105374060
101926968,0.0,LOC101926968,uncharacterized LOC101926968
107983969,0.0,LOC107983969,
105374059,0.0,LOC105374059,uncharacterized LOC105374059
152404,0.0,IGSF11,immunoglobulin superfamily member 11
100506765,0.0,IGSF11-AS1,IGSF11 antisense RNA 1
152405,0.0,TEX55,testis expressed 55
7348,0.0,UPK1B,uroplakin 1B
8702,0.0,B4GALT4,"beta-1,4-galactosyltransferase 4"
100874201,0.0,B4GALT4-AS1,B4GALT4 antisense RNA 1
57514,0.0,ARHGAP31,Rho GTPase activating protein 31
100874246,0.0,ARHGAP31-AS1,ARHGAP31 antisense RNA 1
55254,0.0,TMEM39A,transmembrane protein 39A
56983,0.0,POGLUT1,protein O-glucosyltransferase 1
51300,0.0,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1
941,0.0,CD80,CD80 molecule
107986118,0.0,LOC107986118,uncharacterized LOC107986118
141,0.0,ADPRH,ADP-ribosylarginine hydrolase
51365,0.0,PLA1A,phospholipase A1 member A
105374062,0.0,LOC105374062,
64091,0.0,POPDC2,popeye domain containing 2
105374063,0.0,LOC105374063,uncharacterized LOC105374063
10063,0.0,COX17,cytochrome c oxidase copper chaperone COX17
105374064,0.0,LOC105374064,uncharacterized LOC105374064
89876,0.0,CFAP91,cilia and flagella associated protein 91
8856,0.0,NR1I2,nuclear receptor subfamily 1 group I member 2
2932,0.0,GSK3B,glycogen synthase kinase 3 beta
113839522,0.0,MIR6529,microRNA 6529
107986119,0.0,GSK3B-DT,GSK3B divergent transcript
105374065,0.0,LOC105374065,uncharacterized LOC105374065
165829,0.0,GPR156,G protein-coupled receptor 156
116064,0.0,LRRC58,leucine rich repeat containing 58
100130701,0.0,LRRC58-DT,LRRC58 divergent transcript
11167,0.0,FSTL1,follistatin like 1
406975,0.0,MIR198,microRNA 198
107986121,0.0,LOC107986121,uncharacterized LOC107986121
4710,0.0,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
3081,0.0,HGD,"homogentisate 1,2-dioxygenase"
285282,0.0,RABL3,"RAB, member of RAS oncogene family like 3"
2960,0.0,GTF2E1,general transcription factor IIE subunit 1
101926983,0.0,LINC02049,long intergenic non-protein coding RNA 2049
105374069,0.0,LOC105374069,uncharacterized LOC105374069
9515,0.0,STXBP5L,syntaxin binding protein 5L
100847043,0.0,MIR5682,microRNA 5682
10721,0.0,POLQ,DNA polymerase theta
503582,0.0,ARGFX,arginine-fifty homeobox
51725,0.0,FBXO40,F-box protein 40
3059,0.0,HCLS1,hematopoietic cell-specific Lyn substrate 1
2804,0.0,GOLGB1,golgin B1
9657,0.0,IQCB1,IQ motif containing B1
55840,0.0,EAF2,ELL associated factor 2
6565,0.0,SLC15A2,solute carrier family 15 member 2
286676,0.0,ILDR1,immunoglobulin like domain containing receptor 1
101927010,0.0,LOC101927010,uncharacterized LOC101927010
846,0.0,CASR,calcium sensing receptor
131076,0.0,MIX23,mitochondrial matrix import factor 23
26355,0.0,FAM162A,family with sequence similarity 162 member A
54554,0.0,WDR5B,WD repeat domain 5B
102723582,0.0,WDR5B-DT,WDR5B divergent transcript
3836,0.0,KPNA1,karyopherin subunit alpha 1
107984000,0.0,LOC107984000,uncharacterized LOC107984000
105374071,0.0,LOC105374071,uncharacterized LOC105374071
83666,0.0,PARP9,poly(ADP-ribose) polymerase family member 9
151636,0.0,DTX3L,deltex E3 ubiquitin ligase 3L
165631,0.0,PARP15,poly(ADP-ribose) polymerase family member 15
54625,0.0,PARP14,poly(ADP-ribose) polymerase family member 14
79663,0.0,HSPBAP1,HSPB1 associated protein 1
84925,0.0,SLC49A4,solute carrier family 49 member 4
100129550,0.0,LINC02035,long intergenic non-protein coding RNA 2035
54437,0.0,SEMA5B,semaphorin 5B
112268448,0.0,LOC112268448,
10954,0.0,PDIA5,protein disulfide isomerase family A member 5
102465667,0.0,MIR7110,microRNA 7110
26984,0.0,SEC22A,"SEC22 homolog A, vesicle trafficking protein"
111,0.0,ADCY5,adenylate cyclase 5
201562,0.0,HACD2,3-hydroxyacyl-CoA dehydratase 2
100506826,0.0,MYLK-AS1,MYLK antisense RNA 1
4638,0.0,MYLK,myosin light chain kinase
100873940,0.0,MYLK-AS2,MYLK antisense RNA 2
105369194,0.0,LOC105369194,uncharacterized LOC105369194
64770,0.0,CCDC14,coiled-coil domain containing 14
54763,0.0,ROPN1,rhophilin associated tail protein 1
8997,0.0,KALRN,kalirin RhoGEF kinase
100847021,0.0,MIR5002,microRNA 5002
105374077,0.0,LOC105374077,uncharacterized LOC105374077
102464832,0.0,MIR6083,microRNA 6083
107986123,0.0,LOC107986123,
105374076,0.0,LOC105374076,uncharacterized LOC105374076
7372,0.0,UMPS,uridine monophosphate synthetase
3693,0.0,ITGB5,integrin subunit beta 5
56667,0.0,MUC13,"mucin 13, cell surface associated"
